Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll,Angry,Disgusted,Fearful,Happy,Neutral,Sad,Surprised
0.0,68.0,0.006002374924719334,-0.0014229624066501856,1.8972536054207012e-05,-0.0003513420233502984,0.0006901610759086907,0.05687253549695015,0.17801237106323242,0.007108381483703852,-0.001976914005354047,-0.0012329339515417814,-0.0008262355113402009,0.000403396668843925,0.057013917714357376,0.17899951338768005,0.06370597332715988,-3.2957316307147266e-06,0.038796428591012955,0.2573602795600891,-0.0013234249781817198,0.08556868880987167,-0.0019382089376449585,0.0250585675239563,-0.00010140761878574267,0.2173181176185608,0.1719171702861786,-0.0014894306659698486,0.00017287963419221342,0.05904163420200348,0.05402832478284836,0.14952701330184937,0.15736815333366394,-0.001978230429813266,0.00577893853187561,-0.0018675114260986447,-0.002217903034761548,0.006854592356830835,0.007776166312396526,0.47472164034843445,0.46501973271369934,0.12293094396591187,0.11613509804010391,0.004381627310067415,0.004143890459090471,0.010554052889347076,0.008848780766129494,0.009433372877538204,0.0005392361199483275,0.0800967887043953,0.07278238236904144,0.005746730137616396,0.010705577209591866,-0.00017537485109642148,-1.4210396557245986e-06,-5.150855386659714e-08,-2.7232508159613644e-07,0.008125513792037964,-0.08300235867500305,0.003063333686441183,-0.0002455722133163363,-0.08303888142108917,-0.0073132892139256,5.463965892791748,1.2344965934753418,2.5122742652893066,2.806556463241577,53.57074737548828,11.912493705749512,25.013212203979492
1.0,68.0,0.006943954154849052,-0.00137794716283679,6.906770431669429e-05,-0.00026020396035164595,0.000684322789311409,0.05679042264819145,0.18737168610095978,0.0079378392547369,-0.0019189880695194006,-0.001266196952201426,-0.0009897962445393205,0.0003847584594041109,0.05692672356963158,0.1882936805486679,0.06247960031032562,3.470489673418342e-06,0.040233321487903595,0.2468360960483551,-0.0014222924364730716,0.0882725939154625,-0.001922485651448369,0.02380945533514023,-0.00014971407654229552,0.23012760281562805,0.18662241101264954,-0.0015627294778823853,2.6594345399644226e-05,0.057770662009716034,0.053037453442811966,0.14274929463863373,0.1521371752023697,-0.0019500249763950706,0.005265331361442804,-0.0016363323666155338,-0.0018870129715651274,0.006712479051202536,0.0076293195597827435,0.47055721282958984,0.4641789197921753,0.13548877835273743,0.12966230511665344,0.0033748045098036528,0.0031663463450968266,0.011718269437551498,0.016284728422760963,0.01684480905532837,0.0007427287637256086,0.08957931399345398,0.08334226906299591,0.019568780437111855,0.025705719366669655,-0.00015884080494288355,-1.2842900787291e-06,-4.3374193126055616e-08,-4.5864607045587036e-07,0.007682885974645615,-0.08055827766656876,0.003159532556310296,-0.00025110808201134205,-0.0805942639708519,-0.00683234166353941,5.300533294677734,1.2805712223052979,2.743788719177246,2.9021356105804443,54.004737854003906,11.821534156799316,24.451940536499023
2.0,68.0,0.00606310972943902,-0.0012994275894016027,0.0006463139434345067,-0.00010361509339418262,0.0005204443004913628,0.05623987317085266,0.19772742688655853,0.006957792676985264,-0.001811644178815186,-0.0014963531866669655,-0.0011559347622096539,0.00022470031399279833,0.0563754066824913,0.19859355688095093,0.05951939523220062,2.380693877057638e-05,0.041409265249967575,0.2313804179430008,-0.0013436631998047233,0.07478667050600052,-0.0019826870411634445,0.023090219125151634,-0.0002447555889375508,0.2505043148994446,0.20779764652252197,-0.0015406780876219273,-0.00024484519963152707,0.05536789074540138,0.05098826438188553,0.13070262968540192,0.14285552501678467,-0.0016432368429377675,0.00466722110286355,-0.0010611977195367217,-0.0014529109466820955,0.006224743090569973,0.007028826046735048,0.4596289098262787,0.45678389072418213,0.14804844558238983,0.1423652470111847,0.003769039874896407,0.003564566606655717,0.01438390277326107,0.026717178523540497,0.027240747585892677,0.0009990008547902107,0.10464422404766083,0.09912528842687607,0.03623299300670624,0.04266321286559105,-0.00012403435539454222,-1.235380295838695e-06,-5.256049817603525e-08,-5.377563638830907e-07,0.008037954568862915,-0.07947918772697449,0.0032420926727354527,0.00037614573375321925,-0.0795157179236412,-0.0065544708631932735,4.777248382568359,1.2744005918502808,2.833617687225342,2.970950126647949,56.16581726074219,12.168981552124023,22.344093322753906
3.0,68.0,0.004936869256198406,-0.0013301552971825004,0.0027510197833180428,-0.0004551613237708807,0.00018741497478913516,0.056179825216531754,0.19423457980155945,0.005147456657141447,-0.00168590247631073,-0.0019614833872765303,-0.0010938552441075444,-3.8956663047429174e-05,0.0563037246465683,0.19515827298164368,0.05819232761859894,-4.913772136205807e-05,0.041483715176582336,0.21208599209785461,-0.0008639271836727858,0.054850853979587555,-0.0017345868982374668,0.02221793495118618,-0.00039702330832369626,0.2615450918674469,0.21979378163814545,-0.0015962005127221346,-0.0007223582942970097,0.05325349420309067,0.049401458352804184,0.1130695715546608,0.12584353983402252,-0.0013848465168848634,0.004284809809178114,-0.0003108508826699108,-0.0013153061736375093,0.004924533423036337,0.005550827365368605,0.45232322812080383,0.4539662301540375,0.1520337164402008,0.14522452652454376,0.006718138232827187,0.006368907634168863,0.01677560620009899,0.03721344470977783,0.03763512521982193,0.0005397478817030787,0.1156844049692154,0.11104873567819595,0.049628354609012604,0.05256934091448784,-6.729512824676931e-05,-1.7536956420372007e-06,-1.0628888702512995e-07,-4.349308539985941e-07,0.009521369822323322,-0.0784793272614479,0.003084417898207903,0.0018306178972125053,-0.07851789891719818,-0.006544404663145542,4.1721978187561035,1.2863526344299316,2.867745876312256,2.869027614593506,60.93645477294922,12.349554061889648,17.92940902709961
4.0,68.0,0.0036872613709419966,-0.0008174602407962084,0.003019468393176794,-0.00029779644683003426,0.00011899659148184583,0.05533198267221451,0.1903216540813446,0.003723608795553446,-0.0010416440200060606,-0.0019120967481285334,-0.00156269536819309,-3.4460386814316735e-05,0.05542955920100212,0.19116753339767456,0.05086134746670723,-0.00011074054782511666,0.040391769260168076,0.17189759016036987,-0.0010217492235824466,0.044329095631837845,-0.0018827670719474554,0.01776764541864395,-0.00031133354059420526,0.2526209354400635,0.2165575474500656,-0.002156313043087721,-0.0005829049041494727,0.04740697890520096,0.0446280762553215,0.08755398541688919,0.10210788995027542,-0.0016439479077234864,0.004232891835272312,-0.0007353480323217809,-0.0006295096827670932,0.004735448397696018,0.005229650530964136,0.41007041931152344,0.41704005002975464,0.14554448425769806,0.13930732011795044,0.019436897709965706,0.019078535959124565,0.022321689873933792,0.03763866797089577,0.0380040779709816,0.0002911401097662747,0.10948445647954941,0.10736033320426941,0.05755295604467392,0.05894823372364044,-1.3625354768009856e-05,-2.3175280148279853e-06,-1.2484139233492897e-07,-3.77611911517306e-07,0.009176223538815975,-0.0747355967760086,0.0029173654038459063,0.0024482677690684795,-0.07477500289678574,-0.006223647389560938,3.6538357734680176,1.1698355674743652,2.7892603874206543,2.6154329776763916,62.8765869140625,13.486536026000977,15.727231979370117
5.0,68.0,0.002324551111087203,-0.0011499394895508885,0.006185254547744989,-0.00020959475659765303,3.397593172849156e-05,0.053114261478185654,0.1763681024312973,0.0017828339478000998,-0.0012582336785271764,-0.0022388272918760777,-0.0012866567121818662,-0.00010444339568493888,0.05313127860426903,0.17705461382865906,0.04501715302467346,-0.00012513325782492757,0.04246728494763374,0.14541494846343994,-0.0011821468360722065,0.05599309504032135,-0.0019585909321904182,0.015379626303911209,-0.00026346108643338084,0.2362707257270813,0.2014150619506836,-0.001937986584380269,0.00010421210754429922,0.041645050048828125,0.03950047120451927,0.07373140752315521,0.08881572633981705,-0.0016048556426540017,0.004150195512920618,-0.0008998201810754836,-0.0005220500170253217,0.004293173551559448,0.004718166776001453,0.3690568208694458,0.3782646059989929,0.13123244047164917,0.12529855966567993,0.025736147537827492,0.025297632440924644,0.031781114637851715,0.04396075755357742,0.04429328069090843,0.0003264374390710145,0.1062593087553978,0.1021326556801796,0.0542384535074234,0.05474552512168884,4.957533747074194e-06,-2.246656777060707e-06,-7.538261570516624e-08,-4.1468112499387644e-07,0.011076314374804497,-0.07413794845342636,0.003258132142946124,0.004365420434623957,-0.07417703419923782,-0.005999472923576832,3.4803709983825684,1.0252807140350342,2.6556310653686523,2.6987249851226807,66.02835845947266,13.481460571289062,13.039684295654297
6.0,68.0,0.004720829892903566,-0.001355580287054181,0.009084036573767662,-0.00010452439892105758,-4.457047180039808e-05,0.05043118819594383,0.1522234082221985,0.004528028424829245,-0.0015380633994936943,-0.0024438779801130295,-0.0013997809728607535,-0.00019066687673330307,0.05046190693974495,0.1529126912355423,0.036842767149209976,-0.00012690156290773302,0.04330192133784294,0.11005136370658875,-0.0011524851433932781,0.07584066689014435,-0.0021373725030571222,0.015250027179718018,-0.00034465864882804453,0.22909057140350342,0.18945209681987762,-0.0017343944637104869,-0.0006285692215897143,0.035732854157686234,0.03411928564310074,0.05567215755581856,0.07324165850877762,-0.001696414896287024,0.0038024988025426865,-0.0007920448551885784,-0.0005911949556320906,0.004290643148124218,0.004685202147811651,0.330631285905838,0.3393060564994812,0.13009074330329895,0.12163101136684418,0.02290966920554638,0.022211415693163872,0.03978350758552551,0.06472872942686081,0.06505230814218521,-1.9638551748357713e-05,0.10434865951538086,0.09829423576593399,0.05267197638750076,0.05204064026474953,-0.00016686206799931824,-2.011271817536908e-06,-5.016059745344137e-08,-7.074013979035954e-07,0.012629948556423187,-0.07237739861011505,0.0031707158777862787,0.006360100582242012,-0.07241489738225937,-0.0057624345645308495,4.751839637756348,1.473201036453247,3.389089584350586,3.4652013778686523,58.357177734375,15.092216491699219,16.075664520263672
7.0,68.0,0.018535064533352852,0.0018810800975188613,0.01242532767355442,-0.00020998211402911693,-4.821559559786692e-05,0.050196871161460876,0.1406666785478592,0.01827578991651535,0.0015887044137343764,-0.0008425682899542153,-0.0009388492326252162,-0.0001834973372751847,0.05021744221448898,0.14131782948970795,0.02970791608095169,-0.00013216350635048002,0.04399951919913292,0.08015844970941544,-0.0008109842310659587,0.0965362936258316,-0.0017217420972883701,0.014676646329462528,-0.0002407970605418086,0.2193222939968109,0.17389540374279022,-0.0020072425249964,-0.0010083282832056284,0.03176484256982803,0.030370714142918587,0.040229689329862595,0.05949709564447403,-0.0015330648748204112,0.002869025571271777,-0.0007309918291866779,0.00028245593421161175,0.005021588411182165,0.005201671738177538,0.3041260242462158,0.31081604957580566,0.1387222409248352,0.12816858291625977,0.024867204949259758,0.024092113599181175,0.04679747670888901,0.08265448361635208,0.0829961970448494,-0.00014776202442590147,0.0999872088432312,0.09247435629367828,0.05366189032793045,0.051138896495103836,-0.00031799706630408764,-1.196134462588816e-06,-2.5823309712791342e-08,-1.321510808338644e-06,0.013317277655005455,-0.065238818526268,0.0027511899825185537,0.0069693708792328835,-0.06527457386255264,-0.005483150016516447,4.633334636688232,1.6976248025894165,2.9867405891418457,3.3768584728240967,55.92578125,16.4462947845459,17.712696075439453
8.0,68.0,0.04658317193388939,0.006709388457238674,0.014607453718781471,-0.00019467940728645772,0.000262345012743026,0.04906284436583519,0.1247849389910698,0.046214357018470764,0.0061947014182806015,0.001325478544458747,0.0002678688324522227,0.00012035880354233086,0.049035146832466125,0.1254863291978836,0.024997496977448463,-0.0001066379263647832,0.044580765068531036,0.0622183233499527,-0.00038776203291490674,0.10608146339654922,-0.0016824406338855624,0.014259099029004574,-0.00012687346315942705,0.22805534303188324,0.17483282089233398,-0.0018336278153583407,-0.0008976031094789505,0.03053342178463936,0.029254697263240814,0.034344401210546494,0.0553562268614769,-0.0017237329157069325,0.002645562868565321,-0.0011675981804728508,0.0007525078835897148,0.006212447304278612,0.00625969422981143,0.2794685363769531,0.2830270826816559,0.1381245106458664,0.1250712275505066,0.009310970082879066,0.008355016820132732,0.04894508421421051,0.08769473433494568,0.08803190290927887,-0.00013879036123398691,0.09770893305540085,0.08796951919794083,0.055907994508743286,0.050904422998428345,-0.0003155865124426782,-1.1598613127716817e-06,-3.255117775324834e-08,-1.4846842759652645e-06,0.013925518840551376,-0.05387430265545845,0.001982545480132103,0.007289358414709568,-0.05390900745987892,-0.004730077460408211,4.7367730140686035,1.9055439233779907,3.3837242126464844,3.553331136703491,51.14904022216797,18.57948112487793,19.621665954589844
9.0,68.0,0.0576368123292923,0.011368371546268463,0.017785094678401947,-0.00030658935429528356,0.00025011191610246897,0.04576845467090607,0.13364966213703156,0.05717206373810768,0.010748487897217274,-0.0010759365977719426,0.0005631907843053341,8.855495252646506e-05,0.04574044048786163,0.13439738750457764,0.022961657494306564,-7.539283251389861e-05,0.04479183629155159,0.06534089893102646,-0.00045442208647727966,0.12889033555984497,-0.0018396765226498246,0.014680596999824047,-0.00010042371286544949,0.22073747217655182,0.1673392653465271,-0.0021738135255873203,-0.0007107455166988075,0.03010779432952404,0.02869998849928379,0.03866060823202133,0.05895073339343071,-0.0018376935040578246,0.0021785409189760685,-0.0015002281870692968,0.002186737023293972,0.006412707734853029,0.006560970563441515,0.27331069111824036,0.2744327485561371,0.14292766153812408,0.12903562188148499,0.0024038783740252256,0.0014711023541167378,0.07541859149932861,0.11668801307678223,0.11707784980535507,1.638042158447206e-05,0.09470026195049286,0.08553759753704071,0.05131606012582779,0.04816259816288948,-0.0002697159652598202,-1.3559900935433689e-06,-1.4761727840095773e-08,-1.50387927533302e-06,0.01729704812169075,-0.049139004200696945,0.0023947497829794884,0.010142496787011623,-0.049175094813108444,-0.0037879678420722485,5.0819478034973145,2.0213828086853027,4.285224437713623,3.5493686199188232,52.44005584716797,17.149377822875977,18.31753158569336
